file,line,category,text_repr
dashboard/_tmp_today_scripts.js,1222,string/template,"'    box.innerHTML = \'<div style=""color:var(--text-dim);font-size:13px"">?쒖떆??Claude ?먮떒/?ㅽ뻾 ?댁뿭???꾩쭅 ?놁뒿?덈떎</div>\';'"
dashboard/_tmp_today_scripts_utf8.js,2,comment,'// ?\x80?\x80 怨듯넻 ?곹깭 ?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80'
dashboard/_tmp_today_scripts_utf8.js,58,comment,'// ?\x80?\x80 ?щ㎎???\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80'
dashboard/_tmp_today_scripts_utf8.js,112,comment,'// ?\x80?\x80 ?쒓퀎 ?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80'
dashboard/_tmp_today_scripts_utf8.js,125,comment,'// ?\x80?\x80 珥덇린???\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80'
dashboard/_tmp_today_scripts_utf8.js,127,comment,'  // 留덉폆 踰꾪듉'
dashboard/_tmp_today_scripts_utf8.js,131,comment,'  // 湲곌컙 踰꾪듉'
dashboard/_tmp_today_scripts_utf8.js,136,comment,'  // ?좎쭨 ?명뭼 蹂듭썝'
dashboard/_tmp_today_scripts_utf8.js,143,comment,'// ?\x80?\x80 ?먮룞 ?덈줈怨좎묠 ?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80'
dashboard/_tmp_today_scripts_utf8.js,570,comment,'  // ?좏깮 ?????꾨낫 紐⑸줉 (?묓엺 ?뺥깭)'
dashboard/_tmp_today_scripts_utf8.js,1113,string/template,"""    entry_signal: '吏꾩엯 ?좏샇',"""
dashboard/_tmp_today_scripts_utf8.js,1114,string/template,"""    entry_skip: '吏꾩엯 蹂대쪟',"""
dashboard/_tmp_today_scripts_utf8.js,1116,string/template,"""    signal_blocked: '?좏샇 李⑤떒',"""
dashboard/_tmp_today_scripts_utf8.js,1117,string/template,"""    buy_filled: '留ㅼ닔 泥닿껐',"""
dashboard/_tmp_today_scripts_utf8.js,1118,string/template,"""    sell_filled: '留ㅻ룄 泥닿껐',"""
dashboard/_tmp_today_scripts_utf8.js,1119,string/template,"""    trailing: '異붿쟻以?,"""
dashboard/_tmp_today_scripts_utf8.js,1120,string/template,"""    waiting: '?\x80湲?,"""
dashboard/_tmp_today_scripts_utf8.js,1121,string/template,"""    cycle_error: '泥섎━ ?ㅻ쪟'"""
dashboard/_tmp_today_scripts_utf8.js,1124,string/template,"""    already_holding: '?대? 蹂댁쑀以?,"""
dashboard/_tmp_today_scripts_utf8.js,1125,string/template,"""    pending_order: '誘몄껜寃?二쇰Ц',"""
dashboard/_tmp_today_scripts_utf8.js,1126,string/template,"""    invalid_price: '媛\x80寃??ㅻ쪟',"""
dashboard/_tmp_today_scripts_utf8.js,1129,string/template,"""    trail_stop: '異붿쟻 ?먯젅',"""
dashboard/_tmp_today_scripts_utf8.js,1131,string/template,"""    max_hold: '蹂댁쑀 湲곌컙 留뚮즺',"""
dashboard/_tmp_today_scripts_utf8.js,1132,string/template,"""    session_close: '?λ쭏媛??뺤궛',"""
dashboard/_tmp_today_scripts_utf8.js,1133,string/template,"""    live_position: '釉뚮줈而??붽퀬 諛섏쁺',"""
dashboard/_tmp_today_scripts_utf8.js,1134,string/template,"""    us_order_blocked: '誘멸뎅 二쇰Ц 李⑤떒'"""
dashboard/_tmp_today_scripts_utf8.js,1148,string/template,"""      `?ㅻ뒛 ?⑹쓽: ${koMode(judgments.consensus.mode || '-')}`,"""
dashboard/_tmp_today_scripts_utf8.js,1161,string/template,"""      `${ch.analyst || 'analyst'} ?섍껄 蹂\x80寃?,"""
dashboard/_tmp_today_scripts_utf8.js,1183,string/template,"""      `${koReason(s.reason || '-') }<br>媛\x80寃? ${priceTxt}`,"""
dashboard/_tmp_today_scripts_utf8.js,1199,string/template,"""    let detail = `${koReason(t.reason || '-') }<br>媛\x80寃? ${priceTxt}`;"""
dashboard/_tmp_today_scripts_utf8.js,1205,string/template,'      detail += `<br>留ㅼ닔媛\x80 ${buyPriceTxt} 쨌 留ㅼ닔珥앹븸 ${buyTotalTxt}<br>留ㅻ룄珥앹븸 ${sellTotalTxt} 쨌 ?먰솕?먯씡 ${pnlKrwTxt}`;'
dashboard/_tmp_today_scripts_utf8.js,1210,string/template,'        detail += `<br>留ㅼ닔珥앹븸 ${tradeTotalTxt}`;'
dashboard/_tmp_today_scripts_utf8.js,1215,string/template,"""      `${t.display_ticker || t.ticker || '-'} ${t.side || '-'} ${t.qty || 0}二?,"""
dashboard/_tmp_today_scripts_utf8.js,1222,string/template,"'    box.innerHTML = \'<div style=""color:var(--text-dim);font-size:13px"">?쒖떆??Claude ?먮떒/?ㅽ뻾 ?댁뿭???꾩쭅 ?놁뒿?덈떎</div>\';'"
dashboard/_tmp_trades_scripts.js,2,comment,'// ?\x80?\x80 怨듯넻 ?곹깭 ?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80'
dashboard/_tmp_trades_scripts.js,58,comment,'// ?\x80?\x80 ?щ㎎???\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80'
dashboard/_tmp_trades_scripts.js,112,comment,'// ?\x80?\x80 ?쒓퀎 ?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80'
dashboard/_tmp_trades_scripts.js,125,comment,'// ?\x80?\x80 珥덇린???\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80'
dashboard/_tmp_trades_scripts.js,127,comment,'  // 留덉폆 踰꾪듉'
dashboard/_tmp_trades_scripts.js,131,comment,'  // 湲곌컙 踰꾪듉'
dashboard/_tmp_trades_scripts.js,136,comment,'  // ?좎쭨 ?명뭼 蹂듭썝'
dashboard/_tmp_trades_scripts.js,143,comment,'// ?\x80?\x80 ?먮룞 ?덈줈怨좎묠 ?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80'
dashboard/_tmp_trades_scripts.js,169,string/template,"""  const sells = trades.filter(t => t.side === 'sell' || t.side === '留ㅻ룄');"""
dashboard/_tmp_trades_scripts.js,170,string/template,"""  const buys  = trades.filter(t => t.side === 'buy'  || t.side === '留ㅼ닔');"""
dashboard/_tmp_trades_scripts.js,179,string/template,"""  document.getElementById('t-buy-sell').textContent = `留ㅼ닔 ${buys.length} / 留ㅻ룄 ${sells.length}`;"""
dashboard/_tmp_trades_scripts.js,194,string/template,"""  document.getElementById('trades-count-label').textContent = `${trades.length}嫄??쒖떆`;"""
dashboard/_tmp_trades_scripts.js,198,string/template,"""  const days = ['??,'??,'??,'??,'紐?,'湲?,'??];"""
dashboard/_tmp_trades_scripts.js,205,string/template,"'    tbody.innerHTML = `<tr><td colspan=""8"" style=""text-align:center;color:var(--muted);padding:24px"">?좏깮 ?쒖옣(${MARKET}) 湲곗? 嫄곕옒 ?댁뿭???놁뒿?덈떎</td></tr>`;'"
dashboard/_tmp_trades_scripts.js,215,string/template,"""    const isSell = (t.side === 'sell' || t.side === '留ㅻ룄');"""
dashboard/_tmp_trades_scripts.js,217,string/template,"""      paper_buy: '二쇰Ц ?묒닔 湲곗? 留ㅼ닔',"""
dashboard/_tmp_trades_scripts.js,218,string/template,"""      pending_order: '誘몄껜寃?二쇰Ц ?\x80湲?,"""
dashboard/_tmp_trades_scripts.js,219,string/template,"""      live_position: '釉뚮줈而??붽퀬 諛섏쁺',"""
dashboard/_tmp_trades_scripts.js,220,string/template,"""      broker_sync: '釉뚮줈而??숆린??諛섏쁺',"""
dashboard/_tmp_trades_scripts.js,221,string/template,"""      trail_stop: '?몃젅?쇰쭅 湲곗? 泥?궛',"""
dashboard/_tmp_trades_scripts.js,222,string/template,"""      max_hold: '蹂댁쑀 湲곌컙 留뚮즺 泥?궛',"""
dashboard/_tmp_trades_scripts.js,223,string/template,"""      stop_loss: '?먯젅 湲곗? 泥?궛',"""
dashboard/_tmp_trades_scripts.js,224,string/template,"""      take_profit: '?듭젅 湲곗? 泥?궛',"""
dashboard/_tmp_trades_scripts.js,225,string/template,"""      paper_sell: '二쇰Ц ?묒닔 湲곗? 留ㅻ룄',"""
dashboard/_tmp_trades_scripts.js,228,string/template,"""    if (!isSell && strategy && strategy !== 'broker_sync') return `遺꾩꽍媛\x80 ?좏깮 + ${koStrategy(strategy)} 濡쒖쭅 吏꾩엯`;"""
dashboard/_tmp_trades_scripts.js,229,string/template,"""    if (isSell && strategy && strategy !== 'broker_sync') return `${koStrategy(strategy)} 濡쒖쭅 泥?궛`;"""
dashboard/_tmp_trades_scripts.js,230,string/template,"""    if (strategy === 'broker_sync') return '釉뚮줈而??숆린??諛섏쁺';"""
dashboard/_tmp_trades_scripts.js,236,string/template,"""    if (ps === 'order_fill') return '泥닿껐 議고쉶 湲곗?';"""
dashboard/_tmp_trades_scripts.js,237,string/template,"""    if (ps === 'broker_balance') return '釉뚮줈而??붽퀬 湲곗?';"""
dashboard/_tmp_trades_scripts.js,238,string/template,"""    if (ps === 'pending_order') return '誘몄껜寃?二쇰Ц 湲곗?';"""
dashboard/_tmp_trades_scripts.js,239,string/template,"""    if (ps === 'system_log') return '?쒖뒪??濡쒓렇 蹂듦뎄';"""
dashboard/_tmp_trades_scripts.js,248,string/template,"""      const sep = '?\x80'.repeat(30);"""
dashboard/_tmp_trades_scripts.js,249,string/template,"'      html += `<tr class=""date-group-row""><td colspan=""8"">?\x80?\x80 ${d} (${dow}) ${sep}</td></tr>`;'"
dashboard/_tmp_trades_scripts.js,252,string/template,"""    const isSell  = t.side === 'sell' || t.side === '留ㅻ룄';"""
dashboard/_tmp_trades_scripts.js,253,string/template,"""    const sideLbl = isSell ? '?뵶 留ㅻ룄' : '?윟 留ㅼ닔';"""
dashboard/_tmp_trades_scripts.js,274,string/template,"""    if (t.price_source === 'broker_balance') metaBits.push('釉뚮줈而ㅽ룊洹좊떒媛\x80');"""
dashboard/_tmp_trades_scripts.js,275,string/template,"""    if (t.price_source === 'order_fill') metaBits.push('泥닿껐議고쉶?④?');"""
dashboard/_tmp_trades_scripts.js,276,string/template,"""    if (t.order_no) metaBits.push('二쇰Ц踰덊샇 ' + t.order_no);"""
dashboard/_tmp_trades_scripts.js,277,string/template,"""    if (t.fill_time) metaBits.push('泥닿껐?쒓컖 ' + t.fill_time);"""
dashboard/_tmp_trades_scripts.js,279,string/template,"""      if (buyPrice > 0) metaBits.push('留ㅼ닔媛\x80 ' + (currency === 'USD' ? ('$' + buyPrice.toFixed(4)) : (Math.round(buyPrice).toLocaleString() + '??)));"""
dashboard/_tmp_trades_scripts.js,280,string/template,"""      if (buyTotal > 0) metaBits.push('留ㅼ닔珥앹븸 ' + fmtNative(buyTotal));"""
dashboard/_tmp_trades_scripts.js,281,string/template,"""      if (sellTotal > 0) metaBits.push('留ㅻ룄珥앹븸 ' + fmtNative(sellTotal));"""
dashboard/_tmp_trades_scripts.js,284,string/template,"""      metaBits.push('留ㅼ닔珥앹븸 ' + fmtNative(tradeTotal));"""
dashboard/dashboard_server.py,3549,comment,'# ?\x80?\x80 ?좉퇋 API ?붾뱶?ъ씤???\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80'
dashboard/dashboard_server.py,4697,comment,'# ?\x80?\x80 HTML ?ы띁 ?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80'
dashboard/dashboard_server.py,4735,string/docstring,'/* ?\x80?\x80 ?ㅻ뜑 ?\x80?\x80 */'
dashboard/dashboard_server.py,4944,string/docstring,'/* ?\x80?\x80 Brain ?곹깭 ?\x80?\x80 */'
dashboard/dashboard_server.py,5103,string/docstring,'// ?\x80?\x80 ?щ㎎???\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80'
dashboard/dashboard_server.py,5257,string/docstring,'// ?\x80?\x80 ?쒓퀎 ?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80'
dashboard/dashboard_server.py,5933,string/docstring,'  // ?좏깮 ?????꾨낫 紐⑸줉 (?묓엺 ?뺥깭)'
dashboard/dashboard_server.py,6557,string/docstring,'  // ?붾퀎 李⑦듃'
dashboard/dashboard_server.py,8483,comment,'# ?\x80?\x80 Flask ?쇱슦???\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80'
dashboard/dashboard_server.py,8539,comment,'# ?\x80?\x80 ?ㅽ뻾 ?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80'
docs/plans/TRADING_IMPROVEMENT_WORKLOG_20260421.md,352,doc/markdown,"'rg -n ""�|遺|醫|援|湲|寃|濡|嫄|鍮|猷|洹|留|吏|理|媛"" -g ""*.py"" -g ""*.md"" .'"
minority_report/postmortem.py,47,comment,'    # 1) ```json ... ``` ?먮뒗 ``` ... ``` 釉붾줉 (?먯슃??留ㅼ묶?쇰줈 以묒꺽 {} ?ы븿)'
minority_report/postmortem.py,51,comment,'    # 2) { ... } 吏곸젒 異붿텧 ??泥?踰덉㎏ { 遺\x80??留덉?留?} 源뚯?'
minority_report/postmortem.py,56,string/docstring,"'    raise ValueError(f""JSON 異붿텧 ?ㅽ뙣: {text[:200]}"")'"
minority_report/postmortem.py,62,string/docstring,"'        return ""  (泥닿껐 ?놁쓬)""'"
minority_report/postmortem.py,65,string/docstring,"'        side  = ""留ㅼ닔"" if t.get(""side"") == ""buy"" else ""留ㅻ룄""'"
minority_report/postmortem.py,69,string/docstring,"'            f""  [{side}] {t.get(\'ticker\',\'-\')} {t.get(\'qty\',0)}二?""'"
minority_report/postmortem.py,91,comment,"'_AVOID_STANCES   = {""DEFENSIVE"", ""HALT""}   # 諛⑺뼢 ?덉륫 ?꾨떂 ???몄텧 ?뚰뵾媛\x80 留욎븯?붽?濡??먯젙'"
minority_report/postmortem.py,104,string/docstring,'    BULL/BEAR: 諛⑺뼢 ?덉륫 ?뺥솗??'
minority_report/postmortem.py,115,string/docstring,"'    DEFENSIVE/HALT: ?몄텧 ?뚰뵾 ?곸젅??(""??? ?몄텧???좊━?덈뒗媛\x80"")'"
minority_report/postmortem.py,143,string/docstring,"'        return ""  (?섏궗寃곗젙 濡쒓렇 ?놁쓬)""'"
minority_report/postmortem.py,182,string/docstring,'    ??留덇컧 ??Claude ?ы썑 遺꾩꽍.'
minority_report/postmortem.py,431,comment,'    # ?\x80?\x80 brain ?낅뜲?댄듃 ?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80'
minority_report/postmortem.py,444,comment,'    # new_lesson ?놁쑝硫?key_lesson??fallback?쇰줈 ?ъ슜'
minority_report/postmortem.py,493,comment,'    # ?\x80?\x80 ?좊줎 寃곌낵 ?뺣떟 ?щ? ?낅뜲?댄듃 ?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80?\x80'
trading_bot.py,32,comment,'# --live ?뚮옒洹몃줈 env ?뚯씪 遺꾧린 (argparse ?댁쟾??sys.argv 吏곸젒 ?뺤씤)'
trading_bot.py,33,comment,'# .env.live / .env.paper ?놁쑝硫?.env fallback'
trading_bot.py,38,comment,'# 濡쒓굅 ?뚯씪紐?遺꾨━: import ?꾩뿉 紐⑤뱶 ?ㅼ젙 ??紐⑤뱺 ?쒕툕紐⑤뱢 濡쒓굅 ?먮룞 ?곸슜'
trading_bot.py,195,comment,'# ML ?섏궗寃곗젙 DB (?좏깮????import ?ㅽ뙣?대룄 遊??뺤긽 ?숈옉)'
trading_bot.py,267,comment,'# ?숈쟻 ?좏깮 ?ㅽ뙣 ???대갚 (湲곕낯 3醫낅ぉ)'
trading_bot.py,270,comment,'# 吏꾩엯 李⑤떒 荑⑤떎??(遺?'
trading_bot.py,271,comment,"'_STOP_COOLDOWN_MIN = int(os.getenv(""STOP_COOLDOWN_MIN"", ""60""))   # ?먯젅 ???ъ쭊??湲덉? (20??0: 諛섎났?먯젅 諛⑹?)'"
trading_bot.py,272,comment,"'_BUY_COOLDOWN_MIN  = int(os.getenv(""BUY_COOLDOWN_MIN"",  ""15""))   # 留ㅼ닔 ?묒닔 ??以묐났 李⑤떒'"
trading_bot.py,273,comment,"'_TP_COOLDOWN_MIN   = int(os.getenv(""TP_COOLDOWN_MIN"",   ""10""))   # TP ???ъ쭊??李⑤떒'"
trading_bot.py,274,comment,"'_MIN_ENTRY_CONF    = float(os.getenv(""MIN_ENTRY_CONF"",   ""0.4""))  # 遺꾩꽍媛 ?됯퇏 confidence 理쒖냼媛?_STARTUP_GUARD_SEC = float(os.getenv(""STARTUP_GUARD_SEC"", ""60""))  # session_open ??泥?cycle 蹂댄샇 援ш컙'"
trading_bot.py,276,comment,"'_ENTRY_SCAN_OPENING_INTERVAL_MIN = int(os.getenv(""ENTRY_SCAN_OPENING_INTERVAL_MIN"", ""2""))   # 5??遺?_ENTRY_SCAN_REGULAR_INTERVAL_MIN = int(os.getenv(""ENTRY_SCAN_REGULAR_INTERVAL_MIN"", ""5""))'"
trading_bot.py,278,comment,"'_KR_NO_SIGNAL_SWAP_MIN = int(os.getenv(""KR_NO_SIGNAL_SWAP_MIN"", ""60""))   # KR: 臾댁떊??60遺??꾩쟻 ??援먯껜'"
trading_bot.py,279,comment,"'_US_NO_SIGNAL_SWAP_CYCLES = int(os.getenv(""US_NO_SIGNAL_SWAP_CYCLES"", ""8""))  # US: 臾댁떊??8?ъ씠????援먯껜'"
trading_bot.py,280,comment,'# KR: session_open(8:50)怨??ㅼ젣 ???쒖옉(9:00) ?ъ씠 ?ㅽ봽??(遺?'
trading_bot.py,282,comment,'# 留덇컧 吏곸쟾 ?좉퇋 吏꾩엯 李⑤떒 ??session_open 湲곗? 寃쎄낵 遺?# KR: 8:50 KST + 380min = 15:10 KST'
trading_bot.py,287,comment,"'_TASK_SLOW_WARN_SEC = float(os.getenv(""TASK_SLOW_WARN_SEC"", ""240""))  # ?묒뾽 吏??寃쎄퀬 ?꾧퀎媛?(4遺?'"
trading_bot.py,288,comment,"'_LIVE_STATUS_MIN_INTERVAL = float(os.getenv(""LIVE_STATUS_MIN_INTERVAL_SEC"", ""10""))  # live_status 理쒖냼 ?곌린 媛꾧꺽'"
trading_bot.py,289,comment,'# VIX 援ш컙蹂??ъ????ъ씠利??뱀닔 (US ?꾩슜)'
trading_bot.py,298,comment,'# 遺꾩꽍媛 suggested_strategy(?쒓?) ??肄붾뱶 ?꾨왂紐?留ㅽ븨'
trading_bot.py,301,string/docstring,"'    ""紐⑤찘?"": ""momentum"",'"
trading_bot.py,305,string/docstring,"'    ""媛??諛?"": ""gap_pullback"",'"
trading_bot.py,306,string/docstring,"'    ""媛??뚮┝"": ""gap_pullback"",'"
trading_bot.py,307,string/docstring,"'    ""媛?닃由?"": ""gap_pullback"",'"
trading_bot.py,313,string/docstring,"'    ""蹂?숈꽦?뚰뙆"": ""volatility_breakout"",'"
trading_bot.py,315,string/docstring,"'    ""?곗냽吏꾩엯"": ""continuation"",'"
trading_bot.py,317,string/docstring,"'    ""愿留?"": """",'"
trading_bot.py,348,string/docstring,"'    ""諛섎벑"",'"
trading_bot.py,350,string/docstring,"'    ""媛먯떆"",'"
trading_bot.py,356,string/docstring,"'    ""遺?곹빀"",'"
trading_bot.py,410,string/docstring,'    3紐?遺꾩꽍媛 suggested_strategy ?ㅼ닔寃???肄붾뱶 ?꾨왂紐?'
trading_bot.py,411,string/docstring,'    2???댁긽 ?쇱튂 ?놁쑝硫?鍮?臾몄옄??諛섑솚.'
trading_bot.py,458,comment,'        # ?? ?ъ옄 湲덉븸 ?ㅼ젙 ??KIS ?붽퀬 吏곸젒 議고쉶 (紐⑥쓽/?ㅺ굅??怨듯넻) ?????????'
trading_bot.py,468,string/docstring,"'                _log_risk(""warning"", f""KIS KR ?붽퀬 議고쉶 ?ㅽ뙣 ({_attempt}/{_bal_retry_max}): {e}"")'"
